EMPLID,Name,Term,Application Status,Major,Math - Majors 1st Math Course,Math - Majors 1st Math Code,Math - Math Placement Course,Math - Math Placement Code,Math - Math Placement Course Verified,Math - Math Placement Code Verified,Math - Math Placement Met,Math - Math Placement Met Long Description,Math - ESM 105 Eligible,Math - ESM 120 Eligible,College Coursework Exists,IMP - College Course,Math_Tests_Concatenate,Formula math_placement_2_calc_III_eligible,Formula math_placement_4_calc_II_eligible,Formula math_placement_8_calc_eligible,Formula math_placement_10_precalc_eligible,Formula math_score_exists,Application Math Category,College Math Status ERS,ELM Status ERS,HS Math GPA ERS,HS Math Units ERS,MAPE IA,MAPE PC,EAP,ACT Math,ACT Math SS,AP CALC AB,AP CALC BC,AP CSC P,AP STATS,IB AA,IB AI,Old SAT Math,SAT Math L1,SAT Math L2,SAT R Math Section,CLEP College Algebra,CLEP College Algebra/Trig,CLEP Trig,CLEP Precalc,CLEP Calc,Cambridge Math,MPAP Response,MPAP - Updated Date,IMP - Updated Date
4175,Blake Garcia,Fall 2025,Confirmed Completed,History,a single course in GE area B4,10,Precalculus Algebra or Statistics,10,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,Y,N,,,,,,,10,N,,0,4,,8,,,,,,,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,05/15/2025 12:05,04/28/2025 02:04
4176,Jules Scott,Fall 2025,Confirmed,Psychology,STAT 217 - Introduction to Statistical Concepts and Methods,10,Precalculus Algebra or Statistics,10,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,Y,N,Y,Statistics,,,,,10,N,,0,4,,10,,,,,,,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,04/24/2025 03:04,04/21/2025 01:04
4177,Alex Hall,Fall 2025,Confirmed Completed,Electrical Engineering,MATH 141 - Calculus I,8,Calculus III,2,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,,"Verified: AP Calculus (BC): AB Subscore - 4
Verified: AP Calculus (AB) - 4
Verified: AP Computer Science (A) - 4
Verified: AP Computer Science Principles - 4
Verified: AP Calculus (BC) - 3
Verified: SATR Math Section Score - 710",2,4,8,10,Y,,0,A,,12,,,,,,4 - Verified,3 - Verified,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,04/24/2025 01:04,04/03/2025 08:04
4178,Finley Scott,Fall 2025,Confirmed Completed,Civil Engineering,MATH 141 - Calculus I,8,Calculus III,2,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,,"Verified: AP Calculus (BC): AB Subscore - 5
Verified: AP Calculus (BC) - 5
Verified: AP Calculus (AB) - 5
Self-Reported: AP Calculus (AB) - 5",2,4,8,10,Y,,0,A,,12,,,,,,5 - Verified5 - Self-Reported,5 - Verified,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,05/27/2025 02:05,05/14/2025 11:05
4179,Jules Smith,Fall 2025,Confirmed Completed,English,a single course in GE area B4,10,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,,Calculus I or higher,Verified: AP Calculus (AB) - 1,,4,,10,Y,,0,4,,8,,,,,,1 - Verified,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,05/31/2025 03:05,05/28/2025 04:05
4180,Jordan Allen,Fall 2025,Confirmed Completed,Architecture,MATH 141 - Calculus I,8,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,,"Verified: AP Precalculus - 5
Verified: AP Calculus (BC): AB Subscore - 3
Verified: AP Calculus (BC) - 2",,4,8,10,Y,,0,A,,10,,,,,,,2 - Verified,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,05/30/2025 12:05,04/07/2025 12:04
4181,Quinn Lopez,Fall 2025,Confirmed Completed,Civil Engineering,MATH 141 - Calculus I,8,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,,,"Verified: AP Calculus (AB) - 5
Verified: AP Precalculus - 5",,4,8,10,Y,,0,A,,10,,,,,,5 - Verified,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,05/29/2025 01:05,03/15/2025 08:03
4182,Dakota Lee,Fall 2025,Confirmed Completed,Construction Management,MATH 141 - Calculus I,8,Precalculus Algebra or Statistics,10,MATH 115 - Stretch Precalculus Algebra I,16,N,Does Not Meet Placement,Y,Y,,,Verified: AP Calculus (AB) - 2,,,,10,Y,,0,X,,10,,,,,,2 - Verified,,,,,,,,,,,,,,,,I will/have send a standardized test score or transcript to demonstrate Precalculus (MATH 118 or equivalent) or higher eligibility by the July 15 deadline.,04/19/2025 12:04,03/18/2025 06:03
4183,Jordan Scott,Fall 2025,Confirmed Completed,Music,a single course in GE area B4,10,MATH 115 - Stretch Precalculus Algebra I,16,MATH 115 - Stretch Precalculus Algebra I,16,N,Does Not Meet Placement,Y,N,,,,,,,,N,,0,12,,8,,,,,,,,,,,,,,,,,,,,,,I will take the MAPE in a drop-in at orientation.,06/14/2025 02:06,05/15/2025 10:05
4184,Jules Johnson,Fall 2025,Confirmed Completed,Mechanical Engineering,MATH 141 - Calculus I,8,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,Calculus I or higher,"Verified: AP Calculus (BC): AB Subscore - 3
Verified: AP Calculus (BC) - 2
Verified: AP Calculus (AB) - 2",,4,,10,Y,,0,X,,12,,,,,,2 - Verified,2 - Verified,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,06/27/2025 12:06,07/09/2025 06:07
4185,Jules Baker,Fall 2025,Confirmed Completed,Business Administration,MATH 221 - Calculus for Business and Economics,8,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,Calculus I or higher,Verified: AP Statistics - 5,,4,8,10,Y,,0,A,,11,,,,,,,,,5 - Verified,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,05/05/2025 10:05,04/21/2025 10:04
4186,Peyton King,Fall 2025,Confirmed,Nutrition,Calculus Ready with MATH 118 - Precalculus Algebra,8,Precalculus Algebra or Statistics,10,MATH 115 - Stretch Precalculus Algebra I,16,N,Does Not Meet Placement,Y,Y,Y,Statistics,,,,,10,N,,0,4,,10,,,,,,,,,,,,,,,,,,,,,,I will take the MAPE in a drop-in at orientation.,06/25/2025 07:06,04/27/2025 04:04
4187,Logan Allen,Fall 2025,Confirmed Completed,Materials Engineering,MATH 141 - Calculus I,8,Calculus III,2,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,,"Verified: AP Statistics - 5
Verified: AP Calculus (BC) - 5
Verified: AP Calculus (BC): AB Subscore - 5
Verified: AP Calculus (AB) - 3",2,4,8,10,Y,,0,A,,12,,,,,,3 - Verified,5 - Verified,,5 - Verified,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,06/07/2025 09:06,05/09/2025 03:05
4188,Cameron King,Fall 2025,Confirmed,Manufacturing Engineering,MATH 141 - Calculus I,8,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,College Algebra,Verified: AP Calculus (AB) - 4,,4,8,10,Y,,0,4,,10,,,,,,4 - Verified,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,05/17/2025 01:05,04/25/2025 01:04
4189,Riley Hernandez,Fall 2025,Confirmed Completed,Business Administration,MATH 221 - Calculus for Business and Economics,8,Calculus I or Equivalent,8,MATH 115 - Stretch Precalculus Algebra I,16,Y,Placement Verified w/Final Documentation,N,N,,,,,,8,,N,,0,Z,,10,,,,,,,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,07/12/2025 09:07,06/21/2025 12:06
4190,Jamie Davis,Fall 2025,Confirmed Completed,BioResource and Agricultural Engineering,MATH 141 - Calculus I,8,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,Calculus I or higher,Self-Reported: AP Computer Science Principles - 4,,4,8,10,Y,,0,Z,,10,,,,,,,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,06/13/2025 10:06,06/06/2025 04:06
4191,Rowan Lee,Fall 2025,Confirmed Completed,Environmental Engineering,MATH 141 - Calculus I,8,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,Calculus I or higher,,,4,8,,N,,0,Z,,12,,,,,,,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,05/01/2025 09:05,04/30/2025 10:04
4192,Jules Wright,Fall 2025,Confirmed Completed,Liberal Studies,MATH 227 - Mathematics for Elementary Teaching I,10,Precalculus Algebra or Statistics,10,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,Y,N,Y,,Verified: AP Statistics - 1,,,,10,Y,,0,4,,10,,,,,,,,,1 - Verified,,,,,,,,,,,,,,,04/17/2025 11:04
4193,Elliot Young,Fall 2025,Confirmed Completed,Construction Management,MATH 141 - Calculus I,8,MATH 115 - Stretch Precalculus Algebra I,16,MATH 115 - Stretch Precalculus Algebra I,16,N,Does Not Meet Placement,Y,N,,,,,,,,N,,0,13,,10,,,,,,,,,,,,,,,,,,,,,,I will/have send a standardized test score or transcript to demonstrate Precalculus (MATH 118 or equivalent) or higher eligibility by the July 15 deadline.,07/11/2025 09:07,05/19/2025 06:05
4194,Avery Allen,Fall 2025,Confirmed,"Recreation, Parks, and Tourism Administration",MATH 118 - Precalculus Algebra,10,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,Calculus I or higher,Verified: AP Calculus (AB) - 5,,4,8,10,Y,,0,A,,10,,,,,,5 - Verified,,,,,,,,,,,,,,,,,,05/16/2025 12:05
4195,Riley Rivera,Fall 2025,Confirmed Completed,Political Science,STAT 217 - Introduction to Statistical Concepts and Methods,10,Calculus I or Equivalent,8,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,Precalculus,Verified: AP Statistics - 4,,,8,10,Y,,0,A,,10,,,,,,,,,4 - Verified,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,06/25/2025 04:06,04/28/2025 09:04
4196,Casey Wright,Fall 2025,Confirmed,English,a single course in GE area B4,10,Calculus I or Equivalent,8,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,,,,,,8,,N,,0,Z,,8,,,,,,,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,05/26/2025 01:05,05/14/2025 02:05
4197,Alex Smith,Fall 2025,Confirmed Completed,Nutrition,Calculus Ready with MATH 118 - Precalculus Algebra,8,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,Not Listed,Verified: AP Calculus (AB) - 4,,4,8,,Y,,0,Z,,12,,,,,,4 - Verified,,,Self-Reported,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,05/14/2025 12:05,05/10/2025 06:05
4198,Taylor Hernandez,Fall 2025,Confirmed Completed,Political Science,STAT 217 - Introduction to Statistical Concepts and Methods,10,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,,Precalculus,Verified: AP Calculus (AB) - 3,,4,8,10,Y,,0,A,,10,,,,,,3 - Verified,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,05/22/2025 11:05,05/11/2025 01:05
4199,Peyton King,Fall 2025,Confirmed Completed,Business Administration,MATH 221 - Calculus for Business and Economics,8,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,,Calculus I or higher,Verified: AP Calculus (AB) - 1,,4,,10,Y,,0,4,,10,,,,,,1 - Verified,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,05/30/2025 08:05,05/02/2025 12:05
4200,Logan Nguyen,Fall 2025,Confirmed Completed,Civil Engineering,MATH 141 - Calculus I,8,Calculus III,2,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,,"Verified: AP Calculus (BC) - 3
Verified: AP Calculus (BC): AB Subscore - 3
Verified: AP Calculus (AB) - 3",2,4,8,10,Y,,0,A,,10,,,,,,3 - Verified,3 - Verified,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,06/13/2025 01:06,05/17/2025 02:05
4201,Quinn Brown,Fall 2025,Confirmed Completed,Interdisciplinary Studies,STAT 130 - Introduction to Statistical Reasoning OR STAT 217 - Introduction to Statistical Concepts and Methods OR STAT 218 Applied Statistics for the Life Sciences,10,Precalculus Algebra or Statistics,10,MATH 115 - Stretch Precalculus Algebra I,16,Y,Placement Verified w/Final Documentation,Y,N,,,Verified: SATR Math Section Score - 590,,,,10,Y,,0,S,,8,,,,,,,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,06/11/2025 08:06,05/27/2025 01:05
4202,Cameron Brown,Fall 2025,Confirmed Completed,Business Administration,MATH 221 - Calculus for Business and Economics,8,Calculus I or Equivalent,8,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,Precalculus,Verified: AP Calculus (AB) - 2,,,8,10,Y,,0,4,,10,,,,,,2 - Verified,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,05/23/2025 05:05,05/11/2025 07:05
4203,Dakota Lee,Fall 2025,Confirmed,Mathematics,MATH 141 - Calculus I,8,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,,"Verified: AP Statistics - 5
Verified: AP Calculus (AB) - 5
Verified: AP Precalculus - 4
Verified: AP Computer Science (A) - 3",,4,8,10,Y,,0,A,,14,,,,,,5 - Verified,,,5 - Verified,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,07/03/2025 06:07,05/05/2025 01:05
4204,Riley Lopez,Summer 2025,Confirmed,Biomedical Engineering,MATH 141 - Calculus I,8,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,,Verified: AP Calculus (AB) - 4,,4,,10,Y,,0,A,,10,,,,,,4 - Verified,,,,,,,,,,,,,,,,,,
4205,Casey Lopez,Fall 2025,Confirmed,Biomedical Engineering,MATH 141 - Calculus I,8,Precalculus Algebra or Statistics,10,MATH 115 - Stretch Precalculus Algebra I,16,N,Does Not Meet Placement,Y,Y,Y,Not Listed,,,,,10,N,,0,4,,12,Verified,,,,,,,,,,,,,,,,,,,,,I will take the MAPE remotely before August 31 (it is strongly advised that students complete the exam before July 10).,05/01/2025 12:05,04/16/2025 08:04
4206,Jordan Johnson,Fall 2025,Confirmed,Mathematics,MATH 141 - Calculus I,8,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,Calculus I or higher,,,4,,10,N,,0,4,,20,,,,,,,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,04/21/2025 05:04,03/18/2025 03:03
4207,Peyton Wright,Fall 2025,Confirmed Completed,History,a single course in GE area B4,10,Calculus III,2,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,,"Verified: AP Calculus (BC) - 4
Verified: AP Calculus (BC): AB Subscore - 4
Verified: ACT Mathematics - 31
Verified: ACT Mathematics - 31
Self-Reported: ACT Mathematics - 31
Verified: ACT Mathematics - 31
Verified: ACT Mathematics - 31",2,4,8,10,Y,,0,A,,10,,,,31 - Verified;31 - Verified;31 - Self-Reported,,,4 - Verified,,,,,,,,,,,,,,,,,
4208,Logan Hernandez,Fall 2025,Confirmed Completed,Animal Science,Calculus Ready with MATH 118 - Precalculus Algebra,8,Calculus I or Equivalent,8,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,,Statistics,"Verified: AP Statistics - 5
Verified: SATR Math Section Score - 670",,,8,10,Y,,0,A,,10,,,,,,,,,5 - Verified,,,,,,,,,,,,,I will/have send a standardized test score or transcript to demonstrate Precalculus (MATH 118 or equivalent) or higher eligibility by the July 15 deadline.,04/18/2025 06:04,03/22/2025 04:03
4209,Elliot Hernandez,Fall 2025,Confirmed,Political Science,STAT 217 - Introduction to Statistical Concepts and Methods,10,Precalculus Algebra or Statistics,10,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,Y,N,Y,Statistics,Verified: AP Statistics - 1,,,,10,Y,,0,4,,10,,,,,,,,,1 - Verified,,,,,,,,,,,,,,,06/20/2025 01:06
4210,Casey Lopez,Fall 2025,Confirmed Completed,Biological Sciences,MATH 161 - Calculus for the Life Sciences I,8,Precalculus Algebra or Statistics,10,MATH 115 - Stretch Precalculus Algebra I,16,N,Does Not Meet Placement,Y,Y,,,Verified: AP Statistics - 3,,,,10,Y,,0,A,,10,,Verified,,,,,,,3 - Verified,,,,,,,,,,,,,I will take the MAPE remotely before August 31 (it is strongly advised that students complete the exam before July 10).,06/06/2025 04:06,07/03/2025 10:07
4211,Finley Martinez,Fall 2025,Confirmed,Physics,MATH 141 - Calculus I,8,Calculus I or Equivalent,8,MATH 115 - Stretch Precalculus Algebra I,16,Y,Placement Verified w/Final Documentation,N,N,Y,,Verified: SATR Math Section Score - 740,,,8,10,Y,,0,S,,9,,,,,,,,,,,,,,,,,,,,,,I will/have send a standardized test score or transcript to demonstrate Calculus I (MATH 141 or equivalent) eligibility by the July 15 deadline.,06/18/2025 03:06,05/15/2025 08:05
4212,Rowan Garcia,Fall 2025,Confirmed Completed,Construction Management,MATH 141 - Calculus I,8,Precalculus Algebra or Statistics,10,MATH 115 - Stretch Precalculus Algebra I,16,N,Does Not Meet Placement,Y,Y,,,Verified: AP Statistics - 1,,,,10,Y,,0,4,,10,,,,,,,,,1 - Verified,,,,,,,,,,,,,I will take MATH 118 Precalculus in the fall and understand that this decision may affect my coursework progress.,06/05/2025 01:06,05/15/2025 01:05
4213,Blake Clark,Fall 2025,Confirmed,Biomedical Engineering,MATH 141 - Calculus I,8,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,,Calculus I or higher,Verified: AP Calculus (AB) - 5,,4,8,10,Y,,0,A,,10,,,,,,5 - Verified,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,06/02/2025 12:06,05/30/2025 11:05
4214,Jordan Martinez,Fall 2025,Confirmed Completed,Computer Engineering,MATH 141 - Calculus I,8,Calculus I or Equivalent,8,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,,,"Verified: AP Statistics - 2
Verified: AP Computer Science (A) - 2
Verified: AP Calculus (BC): AB Subscore - 1
Verified: AP Calculus (BC) - 1
Verified: SATR Math Section Score - 640",,,8,10,Y,,0,S,,12,,,,,,,1 - Verified,,2 - Verified,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,05/26/2025 02:05,03/31/2025 09:03
4215,Dakota Davis,Fall 2025,Confirmed Completed,Agricultural Business,MATH 221 - Calculus for Business and Economics,8,MATH 115 - Stretch Precalculus Algebra I,16,MATH 115 - Stretch Precalculus Algebra I,16,N,Does Not Meet Placement,Y,N,,,,,,,,N,,0,13,,10,,,,,,,,,,,,,,,,,,,,,,,,
